Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating,Month
A,Yangon,Member,Female,Home and lifestyle,94.41,2,198.261,2019-10-26,11:28,Credit card,188.82,9.441,4.3,10
B,Mandalay,Normal,Male,Home and lifestyle,27.84,3,87.696,2019-08-30,07:19,Credit card,83.52,4.176,6.6,08
B,Naypyitaw,Normal,Male,Home and lifestyle,31.29,9,295.6905,2019-07-04,06:50,Cash,281.61,14.0805,8.4,07
C,Mandalay,Normal,Female,Home and lifestyle,95.87,9,905.9715,2019-04-23,05:13,Credit card,862.83,43.1415,9.6,04
B,Naypyitaw,Member,Female,Fashion accessories,53.43,6,336.609,2019-05-27,15:23,Cash,320.58,16.029,7.8,05
C,Mandalay,Normal,Male,Food and beverages,71.44,7,525.084,2019-12-07,17:47,Cash,500.08,25.004,8.0,12
A,Naypyitaw,Normal,Male,Sports and travel,23.41,10,245.805,2019-01-31,12:45,Cash,234.1,11.705,4.8,01
B,Naypyitaw,Member,Male,Electronic accessories,98.48,2,206.808,2019-06-02,23:06,Credit card,196.96,9.848,7.3,06
B,Yangon,Member,Female,Fashion accessories,21.21,4,89.082,2019-11-14,00:13,Ewallet,84.84,4.242,4.2,11
B,Naypyitaw,Normal,Male,Home and lifestyle,49.68,2,104.328,2019-06-30,20:47,Ewallet,99.36,4.968,9.5,06
C,Mandalay,Member,Male,Food and beverages,85.9,3,270.585,2019-12-27,10:56,Credit card,257.7,12.885,5.4,12
B,Mandalay,Normal,Female,Food and beverages,65.87,7,484.1445,2019-06-06,12:45,Cash,461.09,23.0545,8.2,06
B,Yangon,Member,Male,Fashion accessories,40.03,8,336.252,2019-01-08,16:19,Credit card,320.24,16.012,4.8,01
C,Mandalay,Member,Female,Sports and travel,90.63,7,666.1305,2019-04-14,01:05,Ewallet,634.41,31.7205,4.8,04
C,Yangon,Normal,Male,Fashion accessories,58.5,9,552.825,2019-03-16,10:49,Cash,526.5,26.325,5.2,03
B,Yangon,Member,Female,Fashion accessories,88.41,1,92.8305,2019-08-21,07:37,Ewallet,88.41,4.4205,4.8,08
B,Yangon,Member,Male,Sports and travel,62.46,5,327.915,2019-12-20,04:12,Credit card,312.3,15.615,8.3,12
C,Mandalay,Normal,Male,Fashion accessories,43.67,7,320.9745,2019-01-28,23:39,Ewallet,305.69,15.2845,9.0,01
B,Naypyitaw,Member,Female,Electronic accessories,84.79,1,89.0295,2019-11-30,20:28,Cash,84.79,4.2395,4.8,11
B,Yangon,Member,Female,Electronic accessories,37.36,9,353.052,2019-02-28,19:25,Credit card,336.24,16.812,9.7,02
A,Yangon,Member,Female,Electronic accessories,31.34,1,32.907,2019-05-26,01:25,Cash,31.34,1.567,7.7,05
C,Mandalay,Normal,Male,Health and beauty,96.1,5,504.525,2019-10-19,12:56,Cash,480.5,24.025,8.6,10
C,Mandalay,Normal,Male,Health and beauty,99.51,6,626.913,2019-10-09,00:24,Ewallet,597.06,29.853,5.5,10
C,Mandalay,Member,Female,Fashion accessories,40.28,8,338.352,2019-12-11,07:17,Credit card,322.24,16.112,8.1,12
B,Mandalay,Normal,Female,Health and beauty,34.23,2,71.883,2019-01-16,10:06,Cash,68.46,3.423,9.8,01
A,Naypyitaw,Member,Female,Fashion accessories,44.67,2,93.807,2019-07-09,04:54,Cash,89.34,4.467,9.5,07
C,Mandalay,Normal,Male,Food and beverages,21.73,9,205.3485,2019-12-27,23:31,Credit card,195.57,9.7785,4.8,12
C,Naypyitaw,Normal,Male,Sports and travel,56.25,2,118.125,2019-03-14,14:37,Cash,112.5,5.625,9.8,03
B,Naypyitaw,Normal,Male,Sports and travel,16.34,9,154.413,2019-09-04,17:46,Credit card,147.06,7.353,8.5,09
C,Yangon,Normal,Male,Electronic accessories,10.66,8,89.544,2019-01-01,19:11,Cash,85.28,4.264,9.9,01
A,Naypyitaw,Normal,Female,Health and beauty,10.28,5,53.97,2019-03-11,17:50,Ewallet,51.4,2.57,9.1,03
C,Yangon,Member,Male,Sports and travel,19.37,4,81.354,2019-10-16,16:45,Cash,77.48,3.874,8.5,10
C,Naypyitaw,Member,Female,Electronic accessories,45.54,6,286.902,2019-03-05,21:29,Ewallet,273.24,13.662,9.4,03
B,Yangon,Normal,Male,Home and lifestyle,41.69,6,262.647,2019-04-14,08:57,Cash,250.14,12.507,7.6,04
A,Naypyitaw,Normal,Male,Home and lifestyle,23.2,6,146.16,2019-04-06,15:56,Credit card,139.2,6.96,4.6,04
B,Mandalay,Normal,Female,Health and beauty,95.41,2,200.361,2019-08-13,10:37,Credit card,190.82,9.541,5.2,08
A,Mandalay,Member,Male,Sports and travel,21.29,5,111.7725,2019-07-08,09:35,Ewallet,106.45,5.3225,6.4,07
C,Mandalay,Member,Female,Health and beauty,14.52,2,30.492,2019-11-03,00:07,Cash,29.04,1.452,5.4,11
C,Mandalay,Member,Female,Sports and travel,13.46,6,84.798,2019-08-19,09:36,Cash,80.76,4.038,5.5,08
A,Yangon,Member,Female,Sports and travel,18.65,9,176.2425,2019-05-15,09:15,Ewallet,167.85,8.3925,5.0,05
A,Naypyitaw,Member,Female,Health and beauty,37.35,2,78.435,2019-09-25,09:28,Credit card,74.7,3.735,8.9,09
C,Yangon,Member,Male,Electronic accessories,49.12,5,257.88,2019-03-05,17:59,Cash,245.6,12.28,5.6,03
B,Naypyitaw,Member,Male,Fashion accessories,87.37,8,733.908,2019-06-01,15:33,Cash,698.96,34.948,5.9,06
C,Yangon,Member,Male,Sports and travel,71.57,8,601.188,2019-01-17,12:25,Cash,572.56,28.628,7.9,01
C,Yangon,Member,Male,Fashion accessories,30.56,7,224.616,2019-10-08,12:33,Ewallet,213.92,10.696,8.3,10
A,Mandalay,Member,Male,Home and lifestyle,62.53,6,393.939,2019-09-04,18:05,Ewallet,375.18,18.759,8.1,09
C,Yangon,Normal,Male,Food and beverages,94.71,10,994.455,2019-03-23,02:03,Cash,947.1,47.355,5.7,03
B,Naypyitaw,Normal,Male,Food and beverages,70.94,6,446.922,2019-07-21,07:10,Ewallet,425.64,21.282,7.6,07
C,Mandalay,Member,Female,Food and beverages,51.84,3,163.296,2019-02-21,18:00,Cash,155.52,7.776,6.8,02
B,Naypyitaw,Member,Male,Food and beverages,61.15,9,577.8675,2019-05-08,18:09,Credit card,550.35,27.5175,4.8,05
C,Mandalay,Normal,Male,Home and lifestyle,48.24,4,202.608,2019-09-26,16:11,Cash,192.96,9.648,9.4,09
B,Naypyitaw,Member,Male,Home and lifestyle,92.86,1,97.503,2019-03-31,22:06,Cash,92.86,4.643,9.1,03
C,Naypyitaw,Member,Female,Home and lifestyle,88.44,4,371.448,2019-08-10,22:20,Ewallet,353.76,17.688,4.3,08
A,Yangon,Member,Male,Food and beverages,92.01,8,772.884,2019-10-21,08:38,Ewallet,736.08,36.804,6.8,10
A,Yangon,Normal,Male,Sports and travel,79.49,6,500.787,2019-03-10,16:42,Cash,476.94,23.847,5.9,03
A,Yangon,Member,Male,Food and beverages,35.03,10,367.815,2019-07-24,20:03,Ewallet,350.3,17.515,6.0,07
A,Mandalay,Member,Male,Electronic accessories,58.14,4,244.188,2019-01-10,02:15,Credit card,232.56,11.628,6.3,01
C,Yangon,Normal,Female,Sports and travel,58.69,4,246.498,2019-04-16,06:45,Credit card,234.76,11.738,6.9,04
A,Naypyitaw,Member,Male,Sports and travel,97.6,9,922.32,2019-06-12,10:17,Cash,878.4,43.92,6.6,06
C,Naypyitaw,Normal,Male,Electronic accessories,87.02,5,456.855,2019-03-10,10:31,Cash,435.1,21.755,9.1,03
C,Yangon,Member,Male,Fashion accessories,33.38,7,245.343,2019-04-23,22:42,Ewallet,233.66,11.683,7.8,04
A,Yangon,Normal,Male,Food and beverages,19.54,6,123.102,2019-06-01,02:28,Credit card,117.24,5.862,5.1,06
C,Naypyitaw,Member,Female,Home and lifestyle,20.88,4,87.696,2019-10-31,19:45,Credit card,83.52,4.176,7.7,10
A,Mandalay,Member,Male,Fashion accessories,53.34,1,56.007,2019-12-22,18:24,Credit card,53.34,2.667,5.9,12
B,Naypyitaw,Normal,Female,Health and beauty,85.31,9,806.1795,2019-08-10,00:31,Credit card,767.79,38.3895,7.3,08
A,Mandalay,Member,Male,Home and lifestyle,67.71,2,142.191,2019-09-24,06:03,Ewallet,135.42,6.771,8.6,09
A,Naypyitaw,Member,Female,Sports and travel,19.24,3,60.606,2019-04-09,04:59,Cash,57.72,2.886,9.6,04
B,Yangon,Member,Female,Sports and travel,91.15,6,574.245,2019-06-05,00:10,Credit card,546.9,27.345,4.0,06
C,Yangon,Normal,Male,Electronic accessories,33.57,3,105.7455,2019-03-08,22:25,Credit card,100.71,5.0355,8.2,03
A,Yangon,Member,Male,Electronic accessories,65.93,5,346.1325,2019-10-03,13:46,Ewallet,329.65,16.4825,8.9,10
B,Naypyitaw,Normal,Female,Health and beauty,21.57,6,135.891,2019-03-13,15:51,Ewallet,129.42,6.471,5.6,03
C,Naypyitaw,Normal,Female,Sports and travel,95.9,2,201.39,2019-09-05,04:58,Cash,191.8,9.59,9.0,09
A,Mandalay,Normal,Female,Electronic accessories,54.45,9,514.5525,2019-04-19,11:05,Credit card,490.05,24.5025,5.2,04
B,Yangon,Member,Male,Fashion accessories,69.55,6,438.165,2019-12-23,18:24,Ewallet,417.3,20.865,7.8,12
C,Naypyitaw,Member,Male,Home and lifestyle,73.41,4,308.322,2019-04-10,23:04,Ewallet,293.64,14.682,4.0,04
A,Mandalay,Member,Male,Sports and travel,54.72,9,517.104,2019-10-17,02:25,Credit card,492.48,24.624,6.9,10
C,Mandalay,Member,Male,Sports and travel,82.04,1,86.142,2019-10-04,08:20,Ewallet,82.04,4.102,4.5,10
A,Yangon,Normal,Female,Food and beverages,35.86,8,301.224,2019-05-09,20:28,Credit card,286.88,14.344,7.3,05
A,Yangon,Normal,Male,Electronic accessories,45.74,4,192.108,2019-03-09,08:43,Ewallet,182.96,9.148,6.8,03
A,Mandalay,Normal,Female,Food and beverages,28.05,4,117.81,2019-03-08,05:40,Ewallet,112.2,5.61,7.1,03
C,Mandalay,Normal,Male,Food and beverages,29.68,10,311.64,2019-12-17,13:56,Ewallet,296.8,14.84,5.9,12
B,Naypyitaw,Member,Female,Electronic accessories,44.06,10,462.63,2019-03-07,23:50,Ewallet,440.6,22.03,4.3,03
B,Naypyitaw,Normal,Female,Sports and travel,39.94,6,251.622,2019-09-20,05:43,Ewallet,239.64,11.982,6.6,09
C,Naypyitaw,Member,Female,Electronic accessories,96.6,3,304.29,2019-03-29,22:45,Cash,289.8,14.49,4.8,03
C,Mandalay,Member,Female,Health and beauty,13.94,2,29.274,2019-05-23,11:12,Ewallet,27.88,1.394,9.7,05
C,Yangon,Member,Female,Health and beauty,88.06,2,184.926,2019-12-23,13:15,Credit card,176.12,8.806,5.8,12
A,Naypyitaw,Member,Male,Food and beverages,83.18,7,611.373,2019-12-18,05:12,Cash,582.26,29.113,9.4,12
B,Naypyitaw,Member,Male,Health and beauty,80.92,1,84.966,2019-01-26,14:43,Cash,80.92,4.046,8.2,01
A,Naypyitaw,Member,Female,Home and lifestyle,68.49,7,503.4015,2019-10-30,06:51,Cash,479.43,23.9715,6.5,10
B,Naypyitaw,Member,Male,Electronic accessories,94.65,10,993.825,2019-10-25,13:32,Cash,946.5,47.325,6.1,10
C,Yangon,Member,Female,Sports and travel,72.54,6,457.002,2019-05-16,11:30,Cash,435.24,21.762,5.8,05
B,Naypyitaw,Member,Female,Fashion accessories,62.2,10,653.1,2019-03-10,12:08,Ewallet,622.0,31.1,9.6,03
B,Mandalay,Member,Female,Electronic accessories,26.4,3,83.16,2019-12-29,01:38,Ewallet,79.2,3.96,8.2,12
B,Yangon,Normal,Female,Fashion accessories,70.18,6,442.134,2019-07-02,19:45,Ewallet,421.08,21.054,5.2,07
B,Naypyitaw,Member,Male,Home and lifestyle,25.12,10,263.76,2019-01-25,01:58,Ewallet,251.2,12.56,5.3,01
C,Naypyitaw,Normal,Male,Fashion accessories,67.39,9,636.8355,2019-03-03,07:19,Ewallet,606.51,30.3255,9.6,03
A,Mandalay,Normal,Female,Sports and travel,76.86,8,645.624,2019-03-05,15:40,Cash,614.88,30.744,8.9,03
B,Naypyitaw,Normal,Male,Electronic accessories,23.43,4,98.406,2019-09-12,15:48,Ewallet,93.72,4.686,4.3,09
A,Naypyitaw,Normal,Male,Home and lifestyle,46.51,4,195.342,2019-05-17,03:51,Credit card,186.04,9.302,8.9,05
A,Naypyitaw,Member,Male,Home and lifestyle,94.22,9,890.379,2019-04-14,11:30,Credit card,847.98,42.399,5.9,04
B,Mandalay,Normal,Male,Food and beverages,40.68,4,170.856,2019-05-15,22:32,Credit card,162.72,8.136,6.3,05
A,Naypyitaw,Normal,Male,Fashion accessories,43.85,4,184.17,2019-05-26,07:49,Ewallet,175.4,8.77,8.2,05
C,Mandalay,Normal,Female,Home and lifestyle,53.35,5,280.0875,2019-09-13,04:02,Ewallet,266.75,13.3375,7.5,09
B,Yangon,Member,Male,Electronic accessories,91.22,6,574.686,2019-03-25,22:59,Cash,547.32,27.366,5.1,03
B,Mandalay,Normal,Male,Electronic accessories,25.19,8,211.596,2019-12-06,15:16,Ewallet,201.52,10.076,5.1,12
C,Mandalay,Normal,Female,Electronic accessories,36.73,3,115.6995,2019-05-20,13:56,Credit card,110.19,5.5095,9.2,05
B,Naypyitaw,Normal,Female,Electronic accessories,70.37,2,147.777,2019-01-19,09:05,Credit card,140.74,7.037,4.4,01
C,Naypyitaw,Member,Female,Home and lifestyle,59.83,9,565.3935,2019-03-22,13:40,Credit card,538.47,26.9235,6.8,03
A,Naypyitaw,Normal,Female,Fashion accessories,39.88,6,251.244,2019-12-18,17:35,Cash,239.28,11.964,4.9,12
A,Mandalay,Normal,Female,Sports and travel,67.32,10,706.86,2019-09-09,01:47,Credit card,673.2,33.66,6.8,09
A,Mandalay,Normal,Male,Sports and travel,27.19,2,57.099,2019-02-22,23:41,Ewallet,54.38,2.719,4.4,02
A,Naypyitaw,Normal,Female,Sports and travel,88.05,4,369.81,2019-04-12,00:52,Cash,352.2,17.61,9.4,04
C,Mandalay,Member,Female,Health and beauty,38.5,10,404.25,2019-06-26,06:37,Credit card,385.0,19.25,5.2,06
A,Mandalay,Member,Male,Electronic accessories,69.02,6,434.826,2019-11-13,08:02,Cash,414.12,20.706,7.2,11
B,Mandalay,Member,Male,Electronic accessories,45.87,6,288.981,2019-12-12,10:15,Ewallet,275.22,13.761,8.7,12
B,Mandalay,Member,Male,Electronic accessories,18.71,9,176.8095,2019-04-12,02:29,Credit card,168.39,8.4195,5.8,04
A,Naypyitaw,Normal,Male,Health and beauty,65.93,9,623.0385,2019-06-28,16:33,Ewallet,593.37,29.6685,7.6,06
B,Mandalay,Member,Male,Home and lifestyle,90.41,7,664.5135,2019-02-07,14:31,Ewallet,632.87,31.6435,8.1,02
C,Yangon,Member,Male,Electronic accessories,62.47,8,524.748,2019-09-28,10:23,Ewallet,499.76,24.988,8.2,09
C,Yangon,Normal,Female,Sports and travel,49.32,7,362.502,2019-07-26,01:53,Ewallet,345.24,17.262,6.2,07
C,Mandalay,Normal,Male,Fashion accessories,89.98,5,472.395,2019-08-19,14:29,Cash,449.9,22.495,5.5,08
A,Naypyitaw,Member,Male,Sports and travel,74.37,1,78.0885,2019-10-31,05:43,Cash,74.37,3.7185,6.8,10
B,Naypyitaw,Member,Female,Sports and travel,14.99,4,62.958,2019-12-16,19:24,Credit card,59.96,2.998,6.7,12
A,Mandalay,Normal,Female,Home and lifestyle,98.35,10,1032.675,2019-05-24,17:20,Ewallet,983.5,49.175,4.5,05
B,Naypyitaw,Member,Male,Fashion accessories,45.38,5,238.245,2019-01-07,01:46,Ewallet,226.9,11.345,7.0,01
C,Naypyitaw,Normal,Male,Sports and travel,69.17,6,435.771,2019-10-28,13:30,Cash,415.02,20.751,6.9,10
B,Yangon,Normal,Male,Home and lifestyle,33.46,4,140.532,2019-06-16,04:07,Credit card,133.84,6.692,7.0,06
C,Naypyitaw,Member,Female,Home and lifestyle,10.2,5,53.55,2019-06-24,18:16,Ewallet,51.0,2.55,4.6,06
A,Naypyitaw,Member,Female,Food and beverages,38.34,6,241.542,2019-10-07,19:34,Ewallet,230.04,11.502,6.3,10
B,Yangon,Member,Female,Fashion accessories,37.81,7,277.9035,2019-03-01,00:55,Cash,264.67,13.2335,6.3,03
C,Mandalay,Member,Male,Health and beauty,69.51,5,364.9275,2019-07-20,08:25,Ewallet,347.55,17.3775,8.4,07
B,Yangon,Normal,Female,Food and beverages,43.47,1,45.6435,2019-10-06,17:50,Credit card,43.47,2.1735,6.4,10
C,Yangon,Normal,Female,Health and beauty,66.55,7,489.1425,2019-05-16,19:06,Cash,465.85,23.2925,8.7,05
B,Yangon,Normal,Female,Home and lifestyle,73.95,9,698.8275,2019-04-11,23:08,Credit card,665.55,33.2775,9.6,04
B,Mandalay,Normal,Female,Fashion accessories,64.35,10,675.675,2019-06-09,02:55,Credit card,643.5,32.175,7.9,06
A,Naypyitaw,Normal,Male,Food and beverages,59.41,4,249.522,2019-06-11,01:07,Credit card,237.64,11.882,5.6,06
B,Yangon,Member,Male,Electronic accessories,15.31,9,144.6795,2019-02-12,07:21,Cash,137.79,6.8895,5.5,02
A,Naypyitaw,Normal,Male,Electronic accessories,60.11,2,126.231,2019-02-02,05:26,Credit card,120.22,6.011,6.0,02
B,Mandalay,Member,Female,Home and lifestyle,30.57,8,256.788,2019-03-30,12:47,Ewallet,244.56,12.228,8.7,03
C,Yangon,Member,Male,Fashion accessories,59.61,1,62.5905,2019-08-26,17:32,Cash,59.61,2.9805,8.6,08
A,Naypyitaw,Member,Female,Electronic accessories,22.53,8,189.252,2019-11-21,20:45,Credit card,180.24,9.012,6.3,11
A,Yangon,Normal,Female,Home and lifestyle,91.5,9,864.675,2019-06-21,00:21,Ewallet,823.5,41.175,8.4,06
C,Mandalay,Member,Female,Electronic accessories,70.45,5,369.8625,2019-01-15,12:38,Cash,352.25,17.6125,8.3,01
B,Mandalay,Normal,Male,Health and beauty,26.6,4,111.72,2019-10-09,18:35,Ewallet,106.4,5.32,9.3,10
A,Yangon,Normal,Female,Fashion accessories,67.52,2,141.792,2019-08-27,23:23,Ewallet,135.04,6.752,7.9,08
A,Naypyitaw,Normal,Female,Fashion accessories,44.7,2,93.87,2019-01-12,08:28,Cash,89.4,4.47,9.5,01
C,Mandalay,Member,Male,Food and beverages,59.76,3,188.244,2019-02-05,20:43,Cash,179.28,8.964,5.6,02
B,Naypyitaw,Normal,Female,Electronic accessories,44.95,7,330.3825,2019-07-25,18:41,Cash,314.65,15.7325,4.1,07
A,Yangon,Normal,Female,Health and beauty,30.62,2,64.302,2019-11-06,14:44,Credit card,61.24,3.062,6.5,11
C,Mandalay,Member,Male,Electronic accessories,45.65,4,191.73,2019-07-07,04:34,Cash,182.6,9.13,9.9,07
B,Mandalay,Member,Male,Electronic accessories,41.73,7,306.7155,2019-10-05,20:09,Cash,292.11,14.6055,4.1,10
B,Mandalay,Normal,Female,Sports and travel,20.55,4,86.31,2019-09-08,07:09,Cash,82.2,4.11,9.2,09
B,Naypyitaw,Normal,Male,Food and beverages,45.54,10,478.17,2019-09-16,04:57,Credit card,455.4,22.77,5.1,09
B,Mandalay,Normal,Male,Home and lifestyle,18.45,3,58.1175,2019-06-03,11:45,Ewallet,55.35,2.7675,6.2,06
A,Yangon,Member,Male,Fashion accessories,36.51,8,306.684,2019-07-27,04:29,Credit card,292.08,14.604,6.4,07
A,Naypyitaw,Member,Female,Food and beverages,22.17,3,69.8355,2019-01-06,17:17,Ewallet,66.51,3.3255,8.3,01
A,Mandalay,Member,Male,Food and beverages,49.52,7,363.972,2019-05-11,12:34,Cash,346.64,17.332,9.9,05
B,Yangon,Normal,Female,Electronic accessories,69.98,9,661.311,2019-07-13,19:09,Cash,629.82,31.491,9.9,07
A,Naypyitaw,Member,Female,Electronic accessories,80.48,4,338.016,2019-11-08,17:57,Cash,321.92,16.096,5.0,11
C,Yangon,Normal,Female,Food and beverages,86.28,6,543.564,2019-12-03,00:21,Cash,517.68,25.884,6.8,12
C,Yangon,Normal,Female,Food and beverages,43.09,5,226.2225,2019-11-22,02:04,Cash,215.45,10.7725,5.6,11
C,Naypyitaw,Member,Male,Health and beauty,10.6,10,111.3,2019-10-02,19:09,Cash,106.0,5.3,7.6,10
B,Yangon,Member,Male,Fashion accessories,54.01,4,226.842,2019-09-12,21:27,Credit card,216.04,10.802,7.1,09
A,Yangon,Normal,Female,Food and beverages,91.1,4,382.62,2019-09-17,09:40,Cash,364.4,18.22,8.7,09
B,Naypyitaw,Member,Male,Fashion accessories,45.83,2,96.243,2019-06-24,17:58,Ewallet,91.66,4.583,9.7,06
A,Naypyitaw,Normal,Female,Home and lifestyle,54.63,6,344.169,2019-12-29,06:12,Ewallet,327.78,16.389,9.6,12
B,Mandalay,Normal,Male,Home and lifestyle,51.41,8,431.844,2019-05-31,12:58,Cash,411.28,20.564,4.4,05
A,Mandalay,Member,Male,Electronic accessories,85.59,7,629.0865,2019-04-16,02:05,Credit card,599.13,29.9565,8.4,04
A,Yangon,Member,Female,Home and lifestyle,43.33,10,454.965,2019-03-20,02:17,Ewallet,433.3,21.665,9.8,03
B,Yangon,Normal,Female,Sports and travel,92.63,10,972.615,2019-07-06,23:17,Cash,926.3,46.315,7.0,07
A,Naypyitaw,Normal,Male,Electronic accessories,43.79,3,137.9385,2019-01-05,07:07,Ewallet,131.37,6.5685,5.8,01
B,Naypyitaw,Member,Male,Home and lifestyle,20.17,1,21.1785,2019-11-21,22:54,Cash,20.17,1.0085,6.0,11
A,Naypyitaw,Member,Female,Sports and travel,71.02,7,521.997,2019-09-17,23:43,Ewallet,497.14,24.857,9.5,09
A,Mandalay,Normal,Female,Fashion accessories,24.86,2,52.206,2019-12-18,22:34,Ewallet,49.72,2.486,7.2,12
A,Yangon,Member,Male,Home and lifestyle,52.75,2,110.775,2019-04-24,12:20,Ewallet,105.5,5.275,8.2,04
A,Naypyitaw,Member,Female,Fashion accessories,61.64,7,453.054,2019-05-24,15:09,Credit card,431.48,21.574,5.3,05
C,Mandalay,Member,Male,Food and beverages,57.6,4,241.92,2019-01-22,15:40,Credit card,230.4,11.52,6.8,01
C,Naypyitaw,Member,Male,Sports and travel,55.36,6,348.768,2019-09-29,05:26,Cash,332.16,16.608,5.7,09
B,Yangon,Member,Female,Food and beverages,41.83,9,395.2935,2019-07-16,14:21,Cash,376.47,18.8235,7.0,07
C,Mandalay,Member,Male,Sports and travel,66.54,3,209.601,2019-08-05,15:17,Ewallet,199.62,9.981,7.7,08
C,Mandalay,Normal,Female,Electronic accessories,60.44,2,126.924,2019-12-16,01:50,Credit card,120.88,6.044,9.7,12
B,Naypyitaw,Member,Male,Food and beverages,33.58,7,246.813,2019-03-13,03:09,Credit card,235.06,11.753,5.2,03
A,Naypyitaw,Member,Male,Food and beverages,56.05,3,176.5575,2019-10-31,03:59,Credit card,168.15,8.4075,5.8,10
A,Mandalay,Normal,Female,Electronic accessories,31.53,10,331.065,2019-01-22,09:24,Cash,315.3,15.765,4.5,01
A,Naypyitaw,Member,Male,Electronic accessories,48.36,4,203.112,2019-03-29,06:21,Ewallet,193.44,9.672,6.5,03
C,Naypyitaw,Normal,Male,Fashion accessories,53.86,2,113.106,2019-11-12,06:38,Cash,107.72,5.386,7.8,11
A,Naypyitaw,Normal,Female,Fashion accessories,76.58,6,482.454,2019-02-04,05:08,Credit card,459.48,22.974,9.5,02
B,Mandalay,Member,Female,Home and lifestyle,15.66,5,82.215,2019-02-20,01:16,Credit card,78.3,3.915,5.5,02
C,Mandalay,Normal,Female,Food and beverages,18.38,8,154.392,2019-11-26,04:50,Ewallet,147.04,7.352,9.2,11
C,Yangon,Normal,Male,Sports and travel,68.94,1,72.387,2019-06-25,07:34,Credit card,68.94,3.447,7.3,06
A,Yangon,Normal,Male,Home and lifestyle,12.06,10,126.63,2019-11-29,19:41,Credit card,120.6,6.03,7.8,11
B,Mandalay,Normal,Male,Fashion accessories,84.26,4,353.892,2019-07-22,17:59,Cash,337.04,16.852,9.5,07
C,Naypyitaw,Normal,Male,Home and lifestyle,57.63,6,363.069,2019-02-28,19:59,Ewallet,345.78,17.289,5.9,02
C,Yangon,Member,Male,Fashion accessories,35.27,1,37.0335,2019-07-23,09:55,Credit card,35.27,1.7635,9.0,07
A,Yangon,Normal,Female,Fashion accessories,51.3,2,107.73,2019-07-24,05:23,Ewallet,102.6,5.13,8.7,07
C,Mandalay,Member,Female,Electronic accessories,30.9,10,324.45,2019-10-17,23:49,Cash,309.0,15.45,4.8,10
B,Naypyitaw,Member,Male,Electronic accessories,83.11,1,87.2655,2019-02-04,13:54,Cash,83.11,4.1555,6.9,02
A,Naypyitaw,Normal,Male,Sports and travel,57.31,3,180.5265,2019-01-26,01:36,Credit card,171.93,8.5965,6.2,01
B,Mandalay,Member,Male,Food and beverages,54.63,9,516.2535,2019-11-05,17:07,Credit card,491.67,24.5835,6.0,11
B,Mandalay,Normal,Male,Electronic accessories,71.42,10,749.91,2019-11-07,22:37,Credit card,714.2,35.71,9.7,11
A,Mandalay,Member,Female,Sports and travel,99.43,2,208.803,2019-02-19,09:30,Cash,198.86,9.943,6.6,02
B,Naypyitaw,Member,Male,Fashion accessories,43.1,7,316.785,2019-04-15,01:50,Ewallet,301.7,15.085,8.2,04
C,Yangon,Member,Male,Home and lifestyle,23.4,8,196.56,2019-03-04,07:31,Ewallet,187.2,9.36,9.2,03
C,Yangon,Normal,Male,Home and lifestyle,51.01,1,53.5605,2019-11-28,23:54,Ewallet,51.01,2.5505,8.7,11
C,Naypyitaw,Normal,Female,Home and lifestyle,86.2,10,905.1,2019-07-27,17:12,Ewallet,862.0,43.1,5.7,07
A,Naypyitaw,Member,Male,Food and beverages,62.37,5,327.4425,2019-04-30,07:50,Credit card,311.85,15.5925,9.6,04
C,Mandalay,Normal,Female,Electronic accessories,26.31,6,165.753,2019-12-09,18:22,Cash,157.86,7.893,8.3,12
B,Mandalay,Member,Female,Sports and travel,78.94,4,331.548,2019-07-06,21:44,Credit card,315.76,15.788,4.1,07
C,Mandalay,Normal,Male,Food and beverages,53.73,6,338.499,2019-06-10,12:05,Cash,322.38,16.119,9.2,06
C,Naypyitaw,Normal,Female,Health and beauty,81.89,1,85.9845,2019-01-01,11:45,Credit card,81.89,4.0945,5.9,01
A,Mandalay,Normal,Male,Health and beauty,39.03,3,122.9445,2019-08-18,13:38,Credit card,117.09,5.8545,5.7,08
